"title","date_time_begin","date_time_end","url","location_name","location_lat","location_lng","tags"
"Was im Large Hadron Collider alles entdeckt und nicht entdeckt werden wird","2010-02-23T20:00:00","","http://www.example.com","Gasteig","48.1315038539583","11.5914022922516",""
"Münchener Computerlinguistik-Stammtisch","2010-02-24T19:00:00","","https://www.xing.com/events/nachster-munchener-computerlinguistik-stammtisch-mi-24-02-19-00-462939/description","Café Luna","48.1503032","11.5844514",""
"Mac Stammtisch: iPad","2010-02-24T19:00:00","","https://www.xing.com/events/mac-stammtisch-februar-2010-460107","Dai Gemelli","48.15247","11.53555",""
"Nerd Nite","2010-02-24T20:00:00","","http://muenchen.nerdnite.com/","Die Repüblik","48.1615142","11.5909271",""
"LUG Ottobrunn","2010-02-24T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"Oracle Anwendergruppe","2010-02-25T17:30:00","","http://mydoag.doag.org/termine/termine.php?tid=401442","Fachhochschule München, Raum R 1.046 (Roter Hörsaal)","","",""
"Munich Open Hadoop User Group Meeting","2010-02-25T17:30:00","","http://www.larsgeorge.com/2010/01/2nd-munich-openhug-meeting-at-end-of.html","eCircle AG, Bruckmann Building, München","48.15069","11.5468",""
"Munich OpenSolaris Usergroup: Performance vs. Algorithmus","2010-02-25T19:00:00","","http://hub.opensolaris.org/bin/view/User+Group+mucosug/Meetings","Sun Microsystems GmbH","48.15772","11.75938",""
"Open-Source-Treffen Spezial","2010-02-26T18:00:00","","http://www.opensourcetreffen.de/","Café Netzwerk","48.14403","11.56236",""
"GTUG Battle: Chrome Extensions","2010-03-01T15:00:00","2010-03-01T20:30:00","http://munich.gtugs.org/","Google Germany GmbH","48.138594","11.57731",""
"Ignite Munich","2010-03-01T20:00:00","","https://www.xing.com/events/ignite-munich-467135","Die Repüblik","48.1615142","11.5909271",""
"Diem - Symfony based content managment system","2010-03-02T19:00:00","","http://symfony-usergroup-munich.mixxt.de/networks/events/show_event.15770","e/t/s didactic media","48.1469578","11.4590195",""
"Munich TYPO3 Usergroup","2010-03-02T19:00:00","","http://www.mtug.de","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886",""
"Wikipedia Stammtisch","2010-03-03T19:00:00","","http://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Dal Cavaliere","48.1287082","11.5947714",""
"munich network:  WakeUp! 'Platform-as-a-Service'","2010-03-04T08:00:00","2010-03-04T10:00:00","http://www.munichnetwork.com/veranstaltungen/detailseite.html?L=0&tx_seminars_pi1%5BshowUid%5D=129","Munich Network e.V.","48.1431897","11.586988",""
"Mayflower: Strategische Vorgehensmodelle für Web Security","2010-03-04T18:00:00","","http://blog.thinkphp.de/archives/493-Strategische-Vorgehensmodelle-fuer-Web-Security-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"Mathematik am Samstag: Über Nachtwächter und Ameisen in einem zufälligen Irrgarten","2010-03-06T14:15:00","","http://www.mathematik.uni-muenchen.de/mathematik-am-samstag/","Hauptgebäude der LMU","48.15069","11.58036",""
"Opera Meetup","2010-03-08T18:00:00","","http://my.opera.com/chooseopera/blog/2010/03/05/opera-meet-up-in-munich","Weisses Bräuhaus","48.13637","11.578535",""
"Memory is the new disk, disk is the new tape","2010-03-08T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197",""
"Alt-Software kreativ modernisieren - Effizienz steigern","2010-03-08T19:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931",""
"Linux User Group Ottobrunn","2010-03-08T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"Erfahrungsaustausch: Was zeichnet ein zielführendes Berichtswesen aus?","2010-03-09T18:00:00","","http://www.example.com","Restaurant im Theater Gut Nederling","48.16803","11.51639",""
"Scrumtisch München","2010-03-09T19:00:00","","https://www.xing.com/events/scrumtisch-munchen-09-03-2010-472503","AutoScout24 GmbH","48.12338","11.60491",""
"µc³ Öffentliches Treffen","2010-03-09T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"b-neun jam","2010-03-10T09:00:00","","http://www.b-neun.com/termine/jam","b-neun Media & Technology Center","48.18768","11.65535",""
".NET Coding Dojo - Massiv","2010-03-10T18:30:00","","https://www.xing.com/events/net-coding-dojo-massiv-marz-475994","AutoScout24 GmbH","48.12338","11.60491",""
"Mayflower: MySQLDumper: Praktische Anwendung","2010-03-11T19:00:00","","http://blog.thinkphp.de/archives/497-MySQLDumper-Praktische-Anwendung-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"Ubuntu Anwendertreffen","2010-03-11T19:00:00","","http://wiki.ubuntuusers.de/Anwendertreffen/M%C3%BCnchen","Froschkönig","48.1509485","11.5424327",""
"Vortrag: „Frühjahrsputz“ für Ihre Arbeitsräume -  Kopf frei für Ihren beruflichen Erfolg!","2010-03-11T19:00:00","","http://www.webgrrls.de/","Seidlvilla","48.15867","11.58773",""
"Soft Skills Required","2010-03-15T18:00:00","","http://www.gi-muc-ak-req.de/joomla/geplante-veranstaltungen/details/52-soft-skills-required","Swiss Life","48.1745178956","11.5902596712",""
"Entwicklung für SharePoint-Server 2010","2010-03-16T18:00:00","","http://www.munichdot.net/Events/589.aspx","Firma TESIS","48.09886","11.53357",""
"AgileTuesday zum Scrum Gathering","2010-03-16T19:00:00","","http://www.xing.com/events/agiletuesday-scrum-gathering-481855","Conti Bistro im Haus der Bayerischen Wirtschaft","48.1430956766712","11.5700626373291",""
"OpenStreetMap-Treff","2010-03-16T19:00:00","","http://wiki.openstreetmap.org/index.php/M%C3%BCnchen","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"Open Web Application Security Project: ISO/IEC 27001","2010-03-16T19:00:00","","http://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#tab=M.C3.BCnchen","Restaurant/Biergarten Löwe und Raute","48.1495787","11.5488442",""
"Gründerabend: IT-Fachmedien im Wandel - Redaktionen im Spannungsfeld zwischen Journalismus und PR","2010-03-17T18:00:00","","http://www.gategarching.com/termine/gruenderabend","gate Garchinger Technologie- und Gründerzentrum GmbH","48.2686977","11.6649485",""
"CocoaHeads: Cocoa Unit Testing","2010-03-17T19:00:00","","http://cocoaheads.org/de/Munich/","Patrick Stein's Buro","48.126754","11.5590624",""
"Drupal München Meeting","2010-03-17T19:00:00","","http://groups.drupal.org/node/51148","EineWelt Haus","48.13769","11.55287",""
"Munich OpenSolaris Usergroup: Pkgsrc","2010-03-17T19:00:00","","http://hub.opensolaris.org/bin/view/User+Group+mucosug/Meetings","Hochschule München","","",""
"Mayflower: Pimp Your Reports: dojox.charting","2010-03-18T18:00:00","","http://blog.thinkphp.de/archives/500-Pimp-Your-Reports-dojox.charting-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"social meet’ya münchen","2010-03-18T19:30:00","","http://www.stefan-graf.com/social-meet-ya-muenchen-2/2010/03/07/","Niederlassung","48.1326463388206","11.5771876145444",""
"MobileMonday: Social Media Apps","2010-03-22T18:00:00","","http://www.mobile-monday.de/events/social-media-apps","Nockherberg Traditionsgaststätten, Room Bayern","48.1218149","11.5824993",""
"Deutsche Gesellschaft für System Dynamics: Regionaltreffen","2010-03-22T19:00:00","","http://134.169.76.130/dgsystemdynamics/index.php?option=com_eventlist&Itemid=54&func=details&did=47","EineWelt Haus","48.13769","11.55287",""
"Framework und Modelle für das Enterprise Architecture Management","2010-03-22T19:00:00","","http://www.akeam.de/","Cirquent GmbH","48.1372535533","11.6472458839",""
"Chrome Talk","2010-03-22T19:00:00","","http://munich.gtugs.org/","Google Germany GmbH","48.138594","11.57731",""
"Seo Nomaden","2010-03-22T19:00:00","","http://www.seo-nomaden.de/126-pre-smx-stammtisch-am-22032010.html","Augustiner Bräustuben","48.1391795","11.5457197",""
"Java User Group: IntelliJ IDEA","2010-03-22T19:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"BICC Open Labs TU München","2010-03-23T16:30:00","2010-03-23T18:30:00","http://bicc-net.de/events/termine/bicc-open-labs-tum","gate Garchinger Technologie- und Gründerzentrum GmbH","48.2686977","11.6649485",""
"LUG Ottobrunn","2010-03-24T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"Oracle Anwendergruppe","2010-03-25T17:30:00","","http://mydoag.doag.org/termine/termine.php?tid=401450","Fachhochschule München, Raum R 1.046 (Roter Hörsaal)","","",""
"Mayflower: Javascript best practises: debugging und logging Vortrag","2010-03-25T18:00:00","","http://blog.thinkphp.de/archives/501-Javascript-best-practises-debugging-und-logging-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"PowerShell Community Treffen","2010-03-25T18:00:00","","http://www.powershell-ag.de/ps/CommunityTreffen/tabid/117/Default.aspx","Microsoft München","48.29045","11.58162",""
"Lean-Netzwerktreffen","2010-03-25T18:30:00","","https://www.xing.com/net/lean/lean-thinkers-regionaltreffen-81798/lean-thinkers-treffen-in-munchen-17029534/26888534/#26888534","Villa Flora","48.131882","11.5296433",""
"Ruby on Rails User Group","2010-03-25T19:00:00","","http://groups.google.de/group/munich-on-rails/browse_thread/thread/544e0e39cb8a57e1","Ratskeller München","","",""
"Open-Source-Treffen","2010-03-26T18:00:00","","http://www.opensourcetreffen.de/","Café Netzwerk","48.14403","11.56236",""
"Joomla Usertreffen München","2010-03-26T19:00:00","","http://www.xing.com/events/joomla-usertreffen-munchen-480647","Zum Storcheneck","","",""
"Drupal Lan Party","2010-03-28T13:00:00","","http://groups.drupal.org/node/57773","Jugendtreff Akku","48.1120840155","11.5726161003",""
"PURE DATA Workshop","2010-04-02T00:00:00","","http://prosumeconduce.info/#:%20PURE%20DATA%20Workshop%20:","Domagkateliers München","","",""
"OpenCoffee Club Munich","2010-04-02T09:00:00","","http://www.example.com","Restaurant Brenner","48.139058","11.581843",""
"Easterhegg","2010-04-02T14:00:00","2010-04-05T00:00:00","http://www.easterhegg.de/","EineWelt Haus","48.13769","11.55287",""
"Munich TYPO3 Usergroup #mtug #typo3","2010-04-06T19:00:00","","http://www.mtug.de","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886",""
"Mayflower: iPhone Development mit dem nativen SDK","2010-04-08T18:00:00","","http://blog.thinkphp.de/archives/512-iPhone-Development-mit-dem-nativen-SDK-VortragMayflower.html","Mayflower","48.1353024510486","11.5853190422058",""
"Ubuntu Anwendertreffen","2010-04-09T19:00:00","","http://forum.ubuntuusers.de/topic/anwendertreffen-in-muenchen-jeden-2.-sa.-im-m/33/","Froschkönig","48.1509485","11.5424327",""
"ShareCamp - Eine Veranstaltung der SharePoint-Community","2010-04-10T00:00:00","2010-04-11T00:00:00","http://sharecamp.de/Pages/Home.aspx","Microsoft München","48.29045","11.58162",""
"Patterns and Best Practices for building large GWT applications","2010-04-12T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197",""
"Admin-Stammtisch: SAN Virtualisierung","2010-04-12T19:00:00","","http://www.guug.de/lokal/muenchen","","","",""
"Webmontag","2010-04-12T19:00:00","","http://webmontag.de/location/muenchen/index","sueddeutsche.de","48.13722","11.63577",""
"Sicherheit in Portalanwendungen","2010-04-12T19:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931",""
"Girl Geek Dinner","2010-04-13T19:00:00","","http://girlgeekdinner.de/einladung-ggd-munchen-13-april-152","Niederlassung","48.1326463388206","11.5771876145444",""
"AgileTuesday: Haben Product Backlog - Einträge einen Wert ?","2010-04-13T19:00:00","","http://agiletuesday.org/?q=node/2","Conti Bistro im Haus der Bayerischen Wirtschaft","48.1430956766712","11.5700626373291",""
"µc³ Öffentliches Treffen","2010-04-13T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"Mac-Treff München: “Multi-Room Music Systems” auf Basis von Apple-HW, iTunes und Sonos","2010-04-14T19:00:00","","http://mactreffmuenchen.wordpress.com/termine/","Gaststätte ""Goldener Hirsch""","48.1496119","11.5286747",""
"Drupal München Meeting","2010-04-14T19:00:00","","http://groups.drupal.org/node/56718","EineWelt Haus","48.13769","11.55287",""
"PHP UG München","2010-04-15T19:00:00","","http://phpugmunich.org/dokuwiki/php_stammtisch","Die Repüblik","48.1615142","11.5909271",""
"Groovy, Grails & Griffon User Group","2010-04-15T19:00:00","","http://ggg.mixxt.de/networks/events/show_event.16802","","","",""
"Requirements Management erfolgreich im Unternehmen verankern","2010-04-19T18:00:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Swiss Life","48.1745178956","11.5902596712",""
"TechNet Seminar: Gewährleistung der Informationssicherheit mit Active Directory Rights Management Services und den Sicherheitsfunktionalitäten von Windows 7 und Windows Server 2008 R2","2010-04-20T10:00:00","","http://www.microsoft.com/germany/events/eventdetail.aspx?EventID=1032440185","Microsoft München","48.29045","11.58162",""
".net Developers Group: Visual Studio 2010","2010-04-20T18:00:00","","http://www.munichdot.net/Events/595.aspx","Firma TESIS","48.09886","11.53357",""
"Open Web Application Security Project","2010-04-20T19:00:00","","http://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#tab=M.C3.BCnchen","Restaurant/Biergarten Löwe und Raute","48.1495787","11.5488442",""
"OpenStreetMap-Treff","2010-04-20T19:00:00","","http://wiki.openstreetmap.org/index.php/M%C3%BCnchen","Bärenwirt, Neuhausen","48.15192","11.52714",""
"Oracle Anwendertreffen: Thema Security","2010-04-21T17:30:00","","http://mydoag.doag.org/termine/termine.php?tid=401457","Fachhochschule München, Raum R 1.046 (Roter Hörsaal)","","",""
"Gründerabend: Grenzüberschreitende Dienstleistungen im Steuerrecht","2010-04-21T18:00:00","","http://www.gategarching.com/termine/gruenderabend","gate Garchinger Technologie- und Gründerzentrum GmbH","48.2686977","11.6649485",""
".net Coding Dojo","2010-04-21T18:30:00","","https://www.xing.com/events/net-coding-dojo-munchen-497549","AutoScout24 GmbH","48.12338","11.60491",""
"Workshop: Auf zu JPA mit EclipseLink - State-of-the-Art der Java-Persistenz-Technologien","2010-04-22T10:00:00","2010-04-22T16:00:00","http://www.buschmais.de/jpatage/","ORACLE Deutschland GmbH","48.18008","11.536599",""
"Mayflower: vfsStream - virtuelles Dateisystem in PHP für UnitTests","2010-04-22T18:00:00","","http://blog.thinkphp.de/archives/518-vfsStream-virtuelles-Dateisystem-in-PHP-fuer-UnitTests-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"Munich OpenSolaris Users Group","2010-04-22T19:00:00","","http://hub.opensolaris.org/bin/view/User+Group+mucosug/Meetings","Sun Microsystems GmbH","48.15772","11.75938",""
"Drupal-Lan-Party","2010-04-25T15:00:00","2010-04-25T23:00:00","http://groups.drupal.org/node/62428","Jugendtreff Akku","48.1120840155","11.5726161003",""
"BICC Talk Money meets IT - Den eigenen Unternehmenswert optimal darstellen!","2010-04-26T17:00:00","","http://bicc-net.de/events/termine/bicc-talk-money-meets-it-den-eigenen-unternehmenswert-optimal-darstellen","gate Garchinger Technologie- und Gründerzentrum GmbH","48.2686977","11.6649485",""
"Java User Group: Scala","2010-04-26T19:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"Überzeugen statt Verordnen – Auf dem Weg zu einem gemeinsamen Projektmanagementverständnis","2010-04-27T18:30:00","","http://www.gpm-ipma.de/events/veranstaltungsdetails/event/ueberzeugen-statt-verordnen-auf-dem-weg-zu-einem-gemeinsamen-projektmanagementver-staendnis%5C.html","Flughafen München, Musterhaus","","",""
"NerdNite","2010-04-27T20:00:00","","http://muenchen.nerdnite.com/","Puerto Giesing","48.1161117","11.5802059",""
"Crocodial IT Security Day","2010-04-28T08:30:00","2010-04-28T15:00:00","https://www.xing.com/events/crocodial-it-security-day-munchen-28-april-2010-493852/description","Marriott Hotel","48.17453","11.59262",""
"Windows 7 Workshop","2010-04-28T10:00:00","","http://blogs.msdn.com/softwarehersteller/archive/2009/12/18/windows-7-workshops-im-neuen-jahr-mit-neuem-programm.aspx","Microsoft München","48.29045","11.58162",""
"Ruby User Group München","2010-04-28T19:00:00","","http://groups.google.com/group/munich-on-rails?hl=de&pli=1","Experteer GmbH","48.1412832","11.5684668",""
"CS5 Developer Workshops","2010-04-29T11:00:00","2010-04-29T17:00:00","https://www.bluebookings.eu/index.php?func=details&did=326571","Muffathalle","48.13321","11.58971",""
"Mayflower: Doctrine - ORM for PHP","2010-04-29T18:00:00","","http://blog.thinkphp.de/archives/523-Doctrine-ORM-for-PHP-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"Vortrag: Kleines Arroganztraining für führende Frauen","2010-04-29T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"Open-Source-Treffen","2010-04-30T18:00:00","","http://www.opensourcetreffen.de/","Café Netzwerk","48.14403","11.56236",""
"Ubuntu Lucid Lynx Releaseparty","2010-04-30T19:00:00","","http://forum.ubuntuusers.de/topic/anwendertreffen-in-muenchen-jeden-2.-sa.-im-m/34/#post-2434659","Froschkönig","48.1509485","11.5424327",""
"Drupal Mai Wanderung","2010-05-01T10:30:00","","http://www.squatlabs.de/drupal-mai-wanderung-2010","","","",""
"From JBoss Cache to Infinispan","2010-05-03T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197",""
".net Developers Group","2010-05-04T19:00:00","","http://www.munichdot.net/Events/596.aspx","Firma TESIS","48.09886","11.53357",""
"Munich TYPO3 Usergroup","2010-05-04T19:00:00","","http://www.mtug.de","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886",""
"OpenHUG Meeting","2010-05-06T18:00:00","","http://hbaseexplorer.wordpress.com/2010/04/27/3rd-munich-openhug-on-may-6/","eCircle AG, ""Bruckmann"" Building","48.15069","11.5468",""
"Mayflower: Document-oriented Databases am Beispiel von MongoDB","2010-05-06T18:00:00","","http://blog.thinkphp.de/archives/526-Document-oriented-Databases-am-Beispiel-von-MongoDB-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"Urheberrecht im Web","2010-05-06T18:00:00","","http://www.mvhs.de/3.1/mvhs.de/index.php?StoryID=1928&show=TeilBereich&TeilBereichID=60084","Volkshochschule -Schwanthaler Str.","48.13762","11.5641",""
"Drupal Developer Days 2010","2010-05-07T00:00:00","2010-05-09T00:00:00","http://www.drupal-dev-days.de/","Hochschule München","","",""
"Admin-Stammtisch: Führung durch das LRZ","2010-05-10T19:15:00","","http://www.guug.de/lokal/muenchen","Leibniz-Rechenzentrum","48.261684","11.669497",""
"IT-Management quo vadis - CoBIT, ITIL & Co.","2010-05-10T19:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931",""
"Agile Tuesday","2010-05-11T19:00:00","","http://agiletuesday.org/?q=node/7","Conti Bistro im Haus der Bayerischen Wirtschaft","48.1430956766712","11.5700626373291",""
"µc³ Öffentliches Treffen","2010-05-11T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"Android & Bada Gadget Abend","2010-05-12T19:00:00","","https://www.xing.com/events/android-bada-gadget-abend-509250","Niederlassung","48.1326463388206","11.5771876145444",""
"All Colours Are Beautiful","2010-05-12T20:00:00","","http://www.facebook.com/event.php?eid=126188157391510&ref=mf","Puerto Giesing","48.1161117","11.5802059",""
"Ubuntu Anwendertreffen","2010-05-14T19:00:00","","http://wiki.ubuntuusers.de/Anwendertreffen/M%C3%BCnchen","Froschkönig","48.1509485","11.5424327",""
"Tag der offenen Tür","2010-05-15T11:00:00","2010-05-15T14:00:00","http://www.mucowo.de","Munich CoWorking","48.1146808","11.4791418",""
"M2D2 - the MoMo Developer event - iPhone and iPad","2010-05-17T09:30:00","2010-05-17T23:00:00","http://www.mobile-monday.de/events/m2d2-the-momo-developer-event","Kongress Bar","48.13184","11.54454",""
"Windows 7 für Entwickler","2010-05-18T18:00:00","","http://www.munichdot.net/Events/597.aspx","Firma TESIS","48.09886","11.53357",""
"Wie bekommen wir Unternehmens-Informationen in den Griff?","2010-05-18T18:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Swiss Life","48.1745178956","11.5902596712",""
"OpenStreetMap-Treff","2010-05-18T19:00:00","","http://wiki.openstreetmap.org/index.php/M%C3%BCnchen","Bärenwirt, Neuhausen","48.15192","11.52714",""
"Open Web Application Security Project","2010-05-18T19:00:00","","http://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#tab=M.C3.BCnchen","Restaurant/Biergarten Löwe und Raute","48.1495787","11.5488442",""
"Wave2GoogleCalendar, ein Adobe Flex Gadget für Google Wave","2010-05-18T19:00:00","","http://www.fugmuc.de/wave2googlecalendar-ein-adobe-flex-gadget-fur-google-wave_688.html","Publicis KommunikationsAgentur GmbH, GWA","48.1233028","11.5488053",""
"Google I/O Keynote Livestream","2010-05-19T17:00:00","","https://spreadsheets0.google.com/viewform?formkey=dERucVRMUXlHSXFuNlFtdGt0Nl9XVXc6MA","Google Germany GmbH","48.138594","11.57731",""
"Deutsche Oracle Anwendergruppe: Ein Blick in Larry Ellisons Einkaufskorb","2010-05-19T17:30:00","","http://mydoag.doag.org/termine/termine.php?tid=407169","ORACLE Deutschland GmbH","48.18008","11.536599",""
"Die Mini GmbH","2010-05-19T19:00:00","","http://www.mvhs.de/3.1/mvhs.de/index.php?StoryID=1928&show=Veranstaltung&VeranstaltungID=JM%20912E","Volkshochschule -Schwanthaler Str.","48.13762","11.5641",""
"OpenSolaris User Group","2010-05-19T19:00:00","2010-05-19T23:00:00","http://hub.opensolaris.org/bin/view/User+Group+mucosug/Meetings","Niederlassung","48.1326463388206","11.5771876145444",""
"Vortrag: Wie weiblich kann Wirtschaft sein? Anregungen für einen aktiven Wertewandel","2010-05-19T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"Drupal München Meeting","2010-05-19T19:00:00","","http://groups.drupal.org/node/67613","EineWelt Haus","48.13769","11.55287",""
"nerdnite","2010-05-19T20:00:00","","http://muenchen.nerdnite.com/","Puerto Giesing","48.1161117","11.5802059",""
"Mayflower: XSL(T)","2010-05-20T18:00:00","","http://blog.thinkphp.de/","Mayflower","48.1353024510486","11.5853190422058",""
"Lean-Netzwerktreffen","2010-05-20T18:30:00","","http://www.xing.com/net/lean/lean-thinkers-regionaltreffen-81798/lean-thinkers-treffen-in-munchen-17029534/26888534/#26888534","Villa Flora","48.131882","11.5296433",""
"Groovy, Grails & Griffon User Group München","2010-05-20T19:00:00","","http://ggg.mixxt.de/networks/events/show_event.16803","Billiardclub München","48.1381117","11.5402915",""
"Open Source Workshop","2010-05-22T10:00:00","","http://www.opensourcetreffen.de/downloads/projektworkshop.pdf","Café Netzwerk","48.14403","11.56236",""
".NET Coding Dojo Deluxe in München","2010-05-26T18:30:00","2010-05-26T21:30:00","https://www.xing.com/events/net-coding-dojo-deluxe-munchen-506973","Microsoft München","48.29045","11.58162",""
"Mayflower: Facebook, Open Graph","2010-05-27T18:00:00","","http://blog.mayflower.de/archives/534-Facebook,-Open-Graph-VortragMayflower-Muenchen.html","Mayflower","48.1353024510486","11.5853190422058",""
"SEO Stammtisch","2010-05-27T18:00:00","","http://www.seo-nomaden.de/146-seo-stammtisch-27052010.html","SEO Master’s Home","48.1345375","11.5781095",""
"PHP User Group","2010-05-27T19:00:00","","http://www.phpugmunich.org/dokuwiki/php_stammtisch","Burda Bar","48.1499187","11.6225799",""
"TNG Big Techday3","2010-05-28T09:00:00","2010-05-28T21:00:00","http://www.tngtech.com/events-bigtechday03.html","HVB Forum","48.1362105","11.572893",""
"Open-Source-Treffen","2010-05-28T18:00:00","","http://www.opensourcetreffen.de/","Café Netzwerk","48.14403","11.56236",""
"GameCamp","2010-05-29T00:00:00","2010-05-30T00:00:00","http://www.gamecampmunich.de","Mediadesign Hochschule","48.1165888","11.603602",""
"TechNet: Windows 7 Deployment Workshop","2010-05-31T09:00:00","2010-05-31T17:30:00","http://www.microsoft.com/germany/events/eventdetail.aspx?EventID=1032450403","NH IT4ME Training und Consulting GmbH","48.1342799","11.687275",""
"Webanalytics-Treffen in München","2010-05-31T19:00:00","2010-05-31T22:00:00","https://www.xing.com/events/webanalytics-treffen-munchen-waala-511421","Restaurant Ludwigs","48.13548","11.57717",""
"Munich TYPO3 Usergroup","2010-06-01T19:00:00","","http://www.mtug.de","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886",""
"Wie nachhaltig ist München wirklich?","2010-06-02T19:00:00","","https://www.xing.com/events/nachhaltig-munchen-513077","Alter Wirt Thalkirchen","48.1005024","11.5451296",""
"Wikipedia-Stammtisch","2010-06-06T19:00:00","","http://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Ristorante Dal Cavaliere","48.1287082","11.5947714",""
"Microsoft WebCamps","2010-06-07T08:30:00","2010-06-08T00:00:00","http://webcampsms.cloudapp.net/#munich_panel","Dolce Munich Unterschleissheim","48.2844618","11.5623575",""
"BPOS-Stammtisch: Business Productivity Online Suite","2010-06-08T18:00:00","2010-06-08T20:00:00","https://www.xing.com/events/bpos-stammtisch-munchen-502455","Paulaner am Nockerberg","48.1218149","11.5824993",""
"Agile Tuesday","2010-06-08T19:00:00","","http://agiletuesday.org/","Conti Bistro im Haus der Bayerischen Wirtschaft","48.1430956766712","11.5700626373291",""
"µc³ Öffentliches Treffen","2010-06-08T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"Eclipse DemoCamps Helios 2010","2010-06-09T17:00:00","","http://wiki.eclipse.org/Eclipse_DemoCamps_Helios_2010/Munich","MicroDoc","48.1526008","11.6214431",""
"Mac Treff München: Videobearbeitung","2010-06-09T19:00:00","","http://www.mactreffmuenchen.de","Gaststätte „Goldener Hirsch“","48.14986","11.52847",""
"Google Go","2010-06-09T19:00:00","","http://munich.gtugs.org/","Café Netzwerk","48.14403","11.56236",""
"Arbeitskreis Multicore","2010-06-10T16:00:00","2010-06-10T18:00:00","http://bicc-net.de/events/termine/ak-multicore","TU München, Arcisstr","48.1484038","11.5674716",""
"Munich InDesign User Group: Color Management für InDesigner","2010-06-10T18:30:00","","http://www.indesignusergroup.com/chapters/munich/events/1423/","Hochschule München","","",""
"Vortrag: Mundpropaganda – Werden Sie schon empfohlen oder verkaufen Sie noch? (ausgebucht!)","2010-06-10T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"WORKSHOP: Wendepunkt(e) im Bauen","2010-06-12T14:00:00","2010-06-12T18:00:00","http://www.pinakothek.de/pinakothek-der-moderne/html/kalender/kalender_index.php?haupt=fuehrungen&inc=nachricht&action=workshops2&which=35492","Palais Pinakothek","48.1458702","11.5732608",""
"Webtech SEO Frühstück","2010-06-14T08:30:00","2010-06-14T10:30:00","https://www.xing.com/events/webtech-seo-fruhstuck-522163","CADU - Cafe an der Uni","48.1495441","11.5811111",""
"GUUG: CPU-Update","2010-06-14T19:00:00","","http://www.guug.de/lokal/muenchen/","Hochschule München, Lothstr.","","",""
"Challenges in Advanced Computing - Multi-this and Multi-that","2010-06-14T19:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931",""
